condition,mask_strategy,observation_fraction,family,seed,rmse,correlation,correlation_retention,spectral_information_loss,parameter_estimation_error
oracle,uniform,0.5,pulse,11,0.03754876676927557,0.9954719090453824,0.9909643216984582,0.21018436163535392,0.0
blind,uniform,0.5,pulse,11,0.03838675716158628,0.9964358483324205,0.9928843998419505,0.2063917255507267,0.3433333333333333
interpolation_baseline,uniform,0.5,pulse,11,0.2858120353555275,0.9912555705781667,0.9825876062022468,0.17880743918489883,0.0
naive_baseline,uniform,0.5,pulse,11,0.43215569147229976,nan,nan,0.23274566681584963,0.0
oracle,uniform,0.25,pulse,11,0.07387945552760394,0.9829997898717145,0.9662885868878349,0.16046372151478083,0.0
blind,uniform,0.25,pulse,11,0.07157461172281891,0.9838744489774748,0.9680089313507296,0.15389916903266054,0.3433333333333333
interpolation_baseline,uniform,0.25,pulse,11,0.2745836546514331,0.9781666335546738,0.9568099629996836,0.11132563793018013,0.0
naive_baseline,uniform,0.25,pulse,11,0.43215569147229976,nan,nan,0.23274566681584963,0.0
oracle,uniform,0.1,pulse,11,0.22760123908604152,0.8205738028152499,0.6733413658666807,0.17794700144608788,0.0
blind,uniform,0.1,pulse,11,0.227804644296959,0.8241914212951064,0.6792914989364475,0.17035060155677217,0.3433333333333333
interpolation_baseline,uniform,0.1,pulse,11,0.3394446360922687,0.8507440681180897,0.7237654694381168,0.12202786374475116,0.0
naive_baseline,uniform,0.1,pulse,11,0.43215569147229976,nan,nan,0.23274566681584963,0.0
oracle,window,1.0,pulse,11,0.0020793928980190517,0.9999911621716849,0.999982324421477,0.040050800184618374,0.0
blind,window,1.0,pulse,11,0.023414800230751542,0.9998949430327493,0.9997898971024649,0.03934802032026452,0.3433333333333333
interpolation_baseline,window,1.0,pulse,11,0.2938835462911488,0.9920295829749362,0.9841226934974258,0.038438994172444674,0.0
naive_baseline,window,1.0,pulse,11,0.43215569147229976,nan,nan,0.23274566681584963,0.0
oracle,window,0.75,pulse,11,0.0580370378005277,0.9901733733430723,0.9804433092775993,0.13544467839001695,0.0
blind,window,0.75,pulse,11,0.06435885136509628,0.9905004778415887,0.9810911966044155,0.13105630633748977,0.3433333333333333
interpolation_baseline,window,0.75,pulse,11,0.307275476927172,0.9846252877576736,0.9694869572918814,0.09827204287260394,0.0
naive_baseline,window,0.75,pulse,11,0.43215569147229976,nan,nan,0.23274566681584963,0.0
oracle,window,0.5,pulse,11,0.535797017628366,0.5738862196958523,0.32934539315679606,0.20880108647738627,0.0
blind,window,0.5,pulse,11,0.47919875011415797,0.5405341957713724,0.29217721679820435,0.25690170617073727,0.029999999999999995
interpolation_baseline,window,0.5,pulse,11,0.9133921172539734,0.6219094231418937,0.386771330592683,0.12138893079801405,0.0
naive_baseline,window,0.5,pulse,11,0.43215569147229976,nan,nan,0.23274566681584963,0.0
oracle,window,0.25,pulse,11,0.42588809322239446,0.5263046447310308,0.27699657906545655,0.21302340536951958,0.0
blind,window,0.25,pulse,11,0.42262208171409377,0.5472492081449849,0.29948169581531303,0.14038731760792,1.0466666666666666
interpolation_baseline,window,0.25,pulse,11,0.42166037305907933,0.5496024845209111,0.3020628909915583,0.1298184643941943,0.0
naive_baseline,window,0.25,pulse,11,0.43215569147229976,nan,nan,0.23274566681584963,0.0
oracle,window,0.1,pulse,11,0.4318456221946096,0.4517745269568468,0.20410022320708268,0.2564486110758424,0.0
blind,window,0.1,pulse,11,0.43168215952043754,0.45801570025292426,0.20977838167817656,0.19423891559213824,1.0466666666666666
interpolation_baseline,window,0.1,pulse,11,0.43163369956656306,0.45853346011487045,0.2102529340449155,0.1809080431988812,0.0
naive_baseline,window,0.1,pulse,11,0.43215569147229976,nan,nan,0.23274566681584963,0.0
oracle,random,1.0,pulse,11,0.0020793928980190517,0.9999911621716849,0.999982324421477,0.040050800184618374,0.0
blind,random,1.0,pulse,11,0.023414800230751542,0.9998949430327493,0.9997898971024649,0.03934802032026452,0.3433333333333333
interpolation_baseline,random,1.0,pulse,11,0.2938835462911488,0.9920295829749362,0.9841226934974258,0.038438994172444674,0.0
naive_baseline,random,1.0,pulse,11,0.43215569147229976,nan,nan,0.23274566681584963,0.0
oracle,random,0.75,pulse,11,0.027066136236450673,0.9976457570998359,0.9952970566593049,0.1605786202478583,0.0
blind,random,0.75,pulse,11,0.032221166351700053,0.9980486484346143,0.9961011046421603,0.15478682712445313,0.3433333333333333
interpolation_baseline,random,0.75,pulse,11,0.2897440167141555,0.9915167144802256,0.9831053950936612,0.11650532111182066,0.0
naive_baseline,random,0.75,pulse,11,0.43215569147229976,nan,nan,0.23274566681584963,0.0
oracle,random,0.5,pulse,11,0.05555005374959404,0.9913225433828678,0.9827203850190779,0.12274629988470442,0.0
blind,random,0.5,pulse,11,0.047521864054219834,0.9927478108033816,0.9855482158549067,0.1171967043340747,0.3433333333333333
interpolation_baseline,random,0.5,pulse,11,0.2519414814108643,0.9935665905359269,0.9871745698291862,0.08190776662314658,0.0
naive_baseline,random,0.5,pulse,11,0.43215569147229976,nan,nan,0.23274566681584963,0.0
oracle,random,0.25,pulse,11,0.07074455166871749,0.9843296396457685,0.9689048394851684,0.15502226682661302,0.0
blind,random,0.25,pulse,11,0.06557027906577134,0.986562215883892,0.9733050058097352,0.14926343691930333,0.3433333333333333
interpolation_baseline,random,0.25,pulse,11,0.2644464819890293,0.9920389991672497,0.9841413758687584,0.1120972238504131,0.0
naive_baseline,random,0.25,pulse,11,0.43215569147229976,nan,nan,0.23274566681584963,0.0
oracle,random,0.1,pulse,11,0.4228045094210262,0.6088888440017948,0.370745624349842,0.11756119758685157,0.0
blind,random,0.1,pulse,11,0.41761670221002006,0.6395667599234856,0.4090456403990254,0.07937650274692021,1.0466666666666666
interpolation_baseline,random,0.1,pulse,11,0.4160665892670095,0.6459292728708889,0.4172246255515152,0.07385951592635365,0.0
naive_baseline,random,0.1,pulse,11,0.43215569147229976,nan,nan,0.23274566681584963,0.0
